0.5,7.223097889,11.52939093,8.855160305,8.133456335,7.403363557,12.73845427,9.537928425,12.03038059,5.723045744,9.174631129,8.82505176,4.937361828,7.823602248,11.96754564,9.449279654,7.318742506,4.35667866,6.172557026,7.687428643,10.46527627,8.56762167
1,8.070481246,8.877780117,8.855160305,8.133456335,7.473062476,11.42115573,13.19675858,13.65239957,3.968618034,9.174649847,12.15838509,4.937361828,7.823602248,11.96754564,10.09276976,7.318742506,4.35667866,6.172557026,7.687428643,10.46527627,8.790193496
1.5,8.061600358,8.916569116,8.855160305,8.133785138,7.473062476,11.40195212,12.74926434,13.12341944,5.723630075,7.532225525,10.49171843,4.937361828,7.823602248,11.96754564,19.42325207,7.318742506,4.35667866,6.172557026,2.460882455,5.238730079,8.608086992
2,4.736693453,9.492119451,9.477984903,10.37717595,7.473062476,11.32832164,12.76769653,13.74792215,5.723046216,9.174649963,9.658385093,4.937361828,8.00894573,11.96754564,9.431419024,7.318742506,4.356676946,6.172556047,0.9545791029,3.732426727,8.041865569
2.5,8.49072915,7.59050143,12.28861089,8.09185737,5.778166698,11.6020489,12.70456912,12.01444207,6.504860817,9.174649963,8.956463311,4.937311657,6.26976542,11.96754564,9.431232912,7.318729072,4.356678656,6.172557023,3.74002945,6.517877074,8.195431331
3,7.234541802,7.370494242,8.855160305,11.31785834,7.473965134,11.59252384,5.049435121,9.700176506,5.72304579,9.174649963,11.10148683,4.938484602,4.719228576,10.785346,7.449097216,6.571837823,4.975480534,4.066167487,7.687428643,10.46527627,7.812584251
3.5,7.230245711,7.698188383,8.855060357,8.133456335,7.579031533,11.93952095,12.16938709,11.93425162,4.218418798,6.655374312,14.7812634,5.573239295,7.823602248,11.99839389,8.723791936,7.29103832,3.159499648,3.974405229,7.687428643,12.31717468,8.487138619
4,9.440628734,12.20008155,7.524446659,8.133402345,5.755990833,11.40195209,12.74926447,8.016824779,3.693114939,11.46258613,10.42784627,5.292858208,7.823602248,11.96810012,9.431419465,7.317377295,4.356678799,6.172556504,7.676472954,9.52837137,8.518678788
4.5,10.2860894,10.68090251,8.561089483,7.411366972,7.473062472,11.40195209,12.74926447,13.57775522,4.381489593,20.18198286,7.991718427,3.590231122,7.823602499,11.96754564,9.431419465,7.264333767,4.35667866,6.172557026,7.443774948,9.295673364,9.102124499
5,4.680635021,10.73739864,10.14581003,11.10185353,7.473062476,11.40195209,6.608913588,8.287849473,5.72304579,11.0133809,12.15838522,5.613698563,7.790441172,11.96754564,9.692205232,7.318742506,4.35667866,6.172557026,7.511497378,9.363395794,8.455952436
5.5,7.222989471,11.84842551,12.64790826,6.270005953,7.473062476,11.40195209,12.74926447,13.14935692,5.690251208,9.784577831,8.825051753,4.937361828,9.904652691,13.81127768,3.181570895,7.316918313,4.356680354,6.172541631,7.687428677,12.31717472,8.837422636
6,7.223027098,13.72334838,10.67620482,8.133456581,6.083270919,11.40195208,12.74926446,13.82908363,5.72304579,9.174649965,11.43838172,4.937361828,6.732356109,12.60571613,9.431419465,7.318742506,4.357016512,6.172597836,7.687428643,8.613377851,8.900585117
6.5,7.223027108,10.53335848,10.02930138,8.133456327,5.23582303,7.903069206,7.111939518,9.780371395,5.72304579,9.174650296,11.25258341,4.937361828,6.680842597,13.23985576,4.355275803,7.318742507,4.345290691,6.170990205,7.687428643,8.613377851,7.772489591
7,7.257521815,9.338240112,9.462812897,8.133456335,7.473062476,9.362815345,7.807319915,11.82977547,5.723049815,9.174649963,13.34340747,4.937360442,9.238789252,11.78860134,6.363612336,8.720802221,4.334013058,5.221871816,4.793342756,9.423088796,8.186379681
7.5,7.223105443,13.69835446,3.937127518,8.145319201,4.787993201,12.43893635,12.46544518,12.0887772,5.72304579,9.174649963,9.658385093,4.938031837,8.529731671,12.55079244,6.101464284,7.916313966,3.721991957,5.281698135,6.0222064,5.096257192,7.974981364
8,7.223540772,11.21468461,8.855161001,8.133456335,4.310842757,12.06610254,6.422126253,14.45311304,5.723143098,9.121053058,8.82505176,4.937365275,9.187626284,11.97262906,10.1242025,13.37336861,4.356678678,6.172653255,4.132548475,4.132548475,8.236894792
8.5,7.276936374,12.57166382,8.732295932,8.13345652,6.936174372,11.40195209,12.74926447,12.32597987,4.315072968,4.847581428,11.32440177,3.225830212,8.519065849,13.89073239,9.43079365,15.79284873,4.35667866,6.172566543,8.391287475,7.465338267,8.892996069
9,9.771733402,13.18320055,5.795126174,8.133456335,7.473062472,11.40166115,12.74911341,9.518467909,2.359689895,5.683258698,12.6181196,4.946602421,6.417447271,12.60674769,9.446617324,8.166190389,4.35667866,6.172557026,7.695980698,6.77003149,8.263287128
9.5,4.819031967,11.96505831,7.179346906,8.132977268,7.473062733,11.40281284,12.76796969,13.84292531,5.72302973,11.28756467,13.35955134,4.933377132,4.960276173,12.94691821,9.432116367,12.79322133,4.35667866,6.172168268,5.298969447,9.928715487,8.938788591
10,4.680720848,9.862538862,8.85516033,8.288009815,7.473062476,11.4016523,12.74958346,13.18854678,5.72304579,9.805269088,13.32206932,8.914383706,4.227567926,11.96916834,10.10646363,11.79322133,4.35667866,6.172557026,5.820157647,8.598005271,8.86539313
10.5,7.21982858,11.00629072,10.06548311,5.983693245,7.473062476,7.568820729,10.91342814,10.18173996,5.72304579,9.770313303,14.96160256,5.567659925,7.820893972,11.96754779,10.00701429,15.79322133,4.146029266,6.202876549,6.587064518,9.364912142,8.91622642
