,7.434324889,6.110719394,6.199622685,10.87313382,6.37892541,9.261433503,13.75245602,9.626342802,8.239545257,9.525760523,4.606443613,8.054051345,14.19902169,11.09086383,9.486812725,13.70629895,9.988113676,12.07119818,13.77054766,13.38035648,9.8
,7.666961791,6.566614523,7.011407964,15.82286376,12.84980312,12.49560042,16.62987661,11.54191913,9.361894603,10.26177886,5.205105891,11.16069131,14.72527978,11.14415619,10.75449797,13.43716374,10.50565611,12.46213067,13.09764236,15.09136569,11.38
,7.040318787,8.223955355,5.932024803,15.05621779,12.03975176,12.79705833,15.18099603,12.302612,8.255756991,11.62599899,5.278997337,9.779705799,12.23408038,10.4382735,7.895475191,13.21141769,10.14938305,12.46213067,13.17858824,12.53397716,9.78
,8.911052129,6.240343864,5.817472064,14.48183225,12.68715696,10.17093367,16.60956883,11.50563811,8.239545257,11.7216512,7.35304628,11.56249917,10.75574955,11.09086383,11.07957592,13.92571004,9.749846595,12.46213067,13.44646652,15.42767078,11.16
,6.074102205,7.113729109,8.055399936,16.68873494,15.49681512,11.08002034,16.60956883,16.52114766,11.72900511,12.85692567,10.40927279,17.06730943,13.75388819,11.09086383,9.486812725,14.7828917,8.985413682,12.46213067,12.83318613,13.96383772,11.35
,5.92077809,7.177005928,7.145074075,15.55481086,10.8071423,15.64419909,15.18099787,10.62569839,9.991894425,9.523608101,17.7918222,18.61002715,10.75574955,11.09086383,11.07957592,12.71756438,9.70404407,13.24141832,12.83318613,13.96383772,11.96
,7.137724247,6.71251484,10.84198119,18.45313661,15.97725272,12.89178471,16.60956883,15.5142817,9.991894425,11.47083531,14.70607998,9.779802063,12.14925191,11.09086383,9.486812725,14.7828917,10.2964809,12.46213067,12.83318613,13.96383772,12.35
,8.982226233,6.240295388,8.288324517,17.75700457,20.23872224,13.80105055,16.60956883,15.06543921,9.991894425,9.438236627,17.7918222,9.779802063,12.73130629,9.798060044,11.07957592,14.6114804,9.755622648,12.46213067,13.93039316,13.96383772,12.61
,8.456307168,7.22576621,10.82957479,17.75705303,14.60481932,12.89178471,15.18099787,13.58410947,9.991894425,12.34176702,13.25739802,13.39280987,9.808011288,10.4382735,9.348126561,14.9541532,10.30027697,12.46213067,12.83318613,9.678957059,11.96
,7.852988335,7.65247495,9.125210205,17.8811732,17.37093096,12.89178471,14.46673165,13.12863795,11.72900511,11.51222508,8.859317099,17.06730943,8.285321864,10.4382735,10.38189334,13.75314294,10.64521354,12.46213067,12.61004641,9.333062184,10.87
